20240709T,552.0,542.0,532.0,562.0,0
20240708T,552.0,542.0,532.0,562.0,0
20240707T,552.0,542.0,532.0,562.0,0
20240706T,552.0,542.0,532.0,562.0,0
20240705T,552.0,542.0,532.0,562.0,0

